1	Как	как	ADV	_	Degree=Pos	_	_	_	@yad1986-word#@yad1986#848.04#848.243
2	Вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@yad1986-word#@yad1986#848.243#848.446
3	считаете	считать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986-word#@yad1986#848.446#848.65
4	людям	человек	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur	_	_	_	@yad1986-word#@yad1986#849.005#849.282
5	которые	который	PRON	_	Case=Acc	_	_	_	@yad1986-word#@yad1986#849.282#849.559
6	живут	жить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986-word#@yad1986#849.559#849.836
7	в	в	ADP	_	_	_	_	_	@yad1986-word#@yad1986#849.836#850.113
8	России	Россия	PROPN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@yad1986-word#@yad1986#850.113#850.39
9	к	к	ADP	_	_	_	_	_	@yad1986-word#@yad1986#851.31#851.42
10	как	как	SCONJ	_	_	_	_	_	@yad1986-word#@yad1986#851.78#851.94
11	куда	куда	ADV	_	Degree=Pos	_	_	_	@yad1986-word#@yad1986#852.135#852.388
12	лучше	хорошо	ADJ	_	Degree=Cmp	_	_	_	@yad1986-word#@yad1986#852.388#852.641
13	отправлять	отправлять	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@yad1986-word#@yad1986#852.641#852.894
14	детей	ребенок	NOUN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@yad1986-word#@yad1986#852.894#853.147
15	?	?	PUNCT	_	_	_	_	_	@yad1986-word#@yad1986#853.147#853.4
16	Ну	ну	PART	_	_	_	_	_	@yad1986-word#@yad1986#871.385#871.713
17	не	не	PART	_	_	_	_	_	@yad1986-word#@yad1986#871.713#872.041
18	все	весь	DET	_	Case=Acc|Number=Plur	_	_	_	@yad1986-word#@yad1986#872.041#872.369
19	принципы	принцип	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@yad1986-word#@yad1986#872.369#872.697
20	жизни	жизнь	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@yad1986-word#@yad1986#872.697#873.025
21	богатых	богатый	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@yad1986-word#@yad1986#873.025#873.353
22	людей	человек	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@yad1986-word#@yad1986#873.353#873.681
23	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@yad1986-word#@yad1986#873.681#874.009
24	близки	близкий	ADJ	_	Degree=Pos|Number=Plur|Variant=Short	_	_	_	@yad1986-word#@yad1986#874.009#874.345
25	Не	не	PART	_	_	_	_	_	@yad1986-word#@yad1986#874.91#875.152
26	не	не	PART	_	_	_	_	_	@yad1986-word#@yad1986#875.152#875.394
27	не	не	PART	_	_	_	_	_	@yad1986-word#@yad1986#875.394#875.636
28	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@yad1986-word#@yad1986#875.636#875.878
29	серьезно	серьезно	ADV	_	Degree=Pos	_	_	_	@yad1986-word#@yad1986#875.878#876.12
30	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986-word#@yad1986#876.12#876.362
31	нуу	ну	ADV	_	Degree=Pos	_	_	_	@yad1986-word#@yad1986#876.362#876.604
32	грубо	грубо	ADV	_	Degree=Pos	_	_	_	@yad1986-word#@yad1986#876.604#876.846
33	говоря	говорить	VERB	_	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act	_	_	_	@yad1986-word#@yad1986#876.846#877.088
34	жить	жить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@yad1986-word#@yad1986#877.088#877.33
35	и	и	CCONJ	_	_	_	_	_	@yad1986-word#@yad1986#877.33#877.572
36	делать	делать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@yad1986-word#@yad1986#877.572#877.814
37	бизнес	бизнес	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@yad1986-word#@yad1986#877.814#878.056
38	в	в	ADP	_	_	_	_	_	@yad1986-word#@yad1986#878.056#878.298
39	России	Россия	PROPN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@yad1986-word#@yad1986#878.298#878.54
40	эээ	эээ	NOUN	_	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@yad1986-word#@yad1986#878.8#879.58
41	вся	весь	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@yad1986-word#@yad1986#879.695#879.953
42	твоя	твой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@yad1986-word#@yad1986#879.953#880.211
43	семья	семья	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@yad1986-word#@yad1986#880.211#880.469
44	живет	жить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986-word#@yad1986#880.469#880.727
45	на	на	ADP	_	_	_	_	_	@yad1986-word#@yad1986#880.727#880.985
46	Лазурке	Лазурка	PROPN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@yad1986-word#@yad1986#880.985#881.245
47	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@yad1986-word#@yad1986#881.585#881.839
48	не	не	PART	_	_	_	_	_	@yad1986-word#@yad1986#881.839#882.093
49	близкая	близкий	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@yad1986-word#@yad1986#882.093#882.347
50	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@yad1986-word#@yad1986#882.347#882.601
51	история	история	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@yad1986-word#@yad1986#882.601#882.855
52	даже	даже	PART	_	_	_	_	_	@yad1986-word#@yad1986#882.855#883.109
53	если	если	SCONJ	_	_	_	_	_	@yad1986-word#@yad1986#883.109#883.363
54	представить	представить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@yad1986-word#@yad1986#883.363#883.617
55	что	что	PRON	_	Case=Acc	_	_	_	@yad1986-word#@yad1986#883.617#883.871
56	можно	можно	ADV	_	Degree=Pos	_	_	_	@yad1986-word#@yad1986#883.871#884.125
57	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@yad1986-word#@yad1986#884.125#884.379
58	позволить	позволить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@yad1986-word#@yad1986#884.379#884.635
59	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@yad1986-word#@yad1986#895.585#895.788
60	правда	правда	ADV	_	Degree=Pos	_	_	_	@yad1986-word#@yad1986#895.788#895.991
61	да	да	PART	_	_	_	_	_	@yad1986-word#@yad1986#895.991#896.195
62	А	а	PART	_	_	_	_	_	@yad1986-word#@yad1986#915.615#915.779
63	какой	какой	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@yad1986-word#@yad1986#915.779#915.943
64	порядок	порядок	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@yad1986-word#@yad1986#915.943#916.107
65	цен	цена	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@yad1986-word#@yad1986#916.107#916.271
66	?	?	PUNCT	_	_	_	_	_	@yad1986-word#@yad1986#916.271#916.435
67	И	и	CCONJ	_	_	_	_	_	@yad1986-word#@yad1986#927.285#927.614
68	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@yad1986-word#@yad1986#927.614#927.943
69	эээ	эээ	NOUN	_	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@yad1986-word#@yad1986#927.943#928.272
70	уровня	уровень	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@yad1986-word#@yad1986#928.272#928.601
71	того	то	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@yad1986-word#@yad1986#928.601#928.93
72	что	что	PRON	_	Case=Nom	_	_	_	@yad1986-word#@yad1986#928.93#929.259
73	находится	находиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@yad1986-word#@yad1986#929.259#929.588
74	в	в	ADP	_	_	_	_	_	@yad1986-word#@yad1986#929.588#929.917
75	кембридже	кембридж	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@yad1986-word#@yad1986#929.917#930.246
76	?	?	PUNCT	_	_	_	_	_	@yad1986-word#@yad1986#930.246#930.575
77	Какова	каков	ADJ	_	Degree=Pos|Gender=Fem|Number=Sing|Variant=Short	_	_	_	@yad1986-word#@yad1986#938.505#938.718
78	вероятность	вероятность	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@yad1986-word#@yad1986#938.718#938.931
79	что	что	SCONJ	_	_	_	_	_	@yad1986-word#@yad1986#938.931#939.144
80	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@yad1986-word#@yad1986#939.144#939.357
81	окупится	окупиться	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Mid	_	_	_	@yad1986-word#@yad1986#939.357#939.57
82	?	?	PUNCT	_	_	_	_	_	@yad1986-word#@yad1986#939.57#939.785
83	Вот	вот	PART	_	_	_	_	_	@yad1986-word#@yad1986#940.03#940.15
84	допустим	допустить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@yad1986-word#@yad1986#940.325#940.895
85	допостим	допостить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@yad1986-word#@yad1986#941.155#941.745
86	вот	вот	PART	_	_	_	_	_	@yad1986-word#@yad1986#942.265#942.405
87	вот	вот	PART	_	_	_	_	_	@yad1986-word#@yad1986#942.6#942.878
88	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@yad1986-word#@yad1986#942.878#943.156
89	отправляешь	отправлять	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986-word#@yad1986#943.156#943.434
90	ребенка	ребенок	NOUN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@yad1986-word#@yad1986#943.434#943.712
91	туда	туда	ADV	_	Degree=Pos	_	_	_	@yad1986-word#@yad1986#943.712#943.99
92	тратишь	тратить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986-word#@yad1986#944.06#944.455
93	на	на	ADP	_	_	_	_	_	@yad1986-word#@yad1986#944.455#944.85
94	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@yad1986-word#@yad1986#944.85#945.245
95	320	320	NUM	_	_	_	_	_	@yad1986-word#@yad1986#945.245#945.64
96	эээ	эээ	NOUN	_	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@yad1986-word#@yad1986#945.755#946.295
97	тысяч	тысяча	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@yad1986-word#@yad1986#946.54#946.87
98	зелени	зелень	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@yad1986-word#@yad1986#947.115#947.655
99	и	и	CCONJ	_	_	_	_	_	@yad1986-word#@yad1986#947.94#948.16
100	что	что	PRON	_	Case=Nom	_	_	_	@yad1986-word#@yad1986#948.725#948.903
101	дальше	далеко	ADV	_	Degree=Pos	_	_	_	@yad1986-word#@yad1986#948.903#949.081
102	?	?	PUNCT	_	_	_	_	_	@yad1986-word#@yad1986#949.081#949.26
103	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@yad1986-word#@yad1986#949.64#949.857
104	открыт	открыть	VERB	_	Aspect=Perf|Gender=Masc|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@yad1986-word#@yad1986#949.857#950.074
105	миру	мир	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@yad1986-word#@yad1986#950.074#950.291
106	?	?	PUNCT	_	_	_	_	_	@yad1986-word#@yad1986#950.291#950.51
107	Он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@yad1986-word#@yad1986#950.71#950.981
108	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986-word#@yad1986#950.981#951.252
109	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@yad1986-word#@yad1986#951.252#951.523
110	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986-word#@yad1986#951.523#951.794
111	строить	строить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@yad1986-word#@yad1986#951.794#952.065
112	свою	свой	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@yad1986-word#@yad1986#952.065#952.336
113	карьеру	карьера	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@yad1986-word#@yad1986#952.336#952.607
114	в	в	ADP	_	_	_	_	_	@yad1986-word#@yad1986#952.607#952.878
115	штатах	штат	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur	_	_	_	@yad1986-word#@yad1986#952.878#953.149
116	или	или	CCONJ	_	_	_	_	_	@yad1986-word#@yad1986#953.149#953.42
117	все	весь	PART	_	_	_	_	_	@yad1986-word#@yad1986#953.42#953.7
118	Вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@yad1986-word#@yad1986#965.07#965.425
119	можете	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986-word#@yad1986#965.425#965.78
120	описать	описать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@yad1986-word#@yad1986#965.78#966.135
121	свое	свой	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@yad1986-word#@yad1986#966.135#966.49
122	чувство	чувство	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@yad1986-word#@yad1986#966.49#966.845
123	когда	когда	ADV	_	Degree=Pos	_	_	_	@yad1986-word#@yad1986#966.845#967.2
124	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@yad1986-word#@yad1986#967.26#967.426
125	выбирались	выбирать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Pass	_	_	_	@yad1986-word#@yad1986#967.426#967.592
126	?	?	PUNCT	_	_	_	_	_	@yad1986-word#@yad1986#967.592#967.76
127	Вот	вот	PART	_	_	_	_	_	@yad1986-word#@yad1986#968.225#968.476
128	до	до	ADP	_	_	_	_	_	@yad1986-word#@yad1986#968.476#968.727
129	тех	тот	DET	_	Case=Gen|Number=Plur	_	_	_	@yad1986-word#@yad1986#968.727#968.978
130	пор	пора	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@yad1986-word#@yad1986#968.978#969.229
131	пока	пока	ADV	_	Degree=Pos	_	_	_	@yad1986-word#@yad1986#969.229#969.48
132	самолет	самолет	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@yad1986-word#@yad1986#969.48#969.731
133	не	не	PART	_	_	_	_	_	@yad1986-word#@yad1986#969.731#969.982
134	взлетел	взлететь	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@yad1986-word#@yad1986#969.982#970.233
135	Вам	вы	PRON	_	Case=Dat|Number=Plur|Person=2	_	_	_	@yad1986-word#@yad1986#970.233#970.484
136	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@yad1986-word#@yad1986#970.484#970.735
137	эээ	эээ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@yad1986-word#@yad1986#971.345#971.55
138	волнительно?	волнительно?	PUNCT	_	_	_	_	_	@yad1986-word#@yad1986#971.55#971.755
139	Флажок	флажок	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@yad1986-word#@yad1986#1054.855#1055.185
140	еще	еще	ADV	_	Degree=Pos	_	_	_	@yad1986-word#@yad1986#1100.15#1100.335
141	раз	раз	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@yad1986-word#@yad1986#1100.335#1100.52
142	если	если	SCONJ	_	_	_	_	_	@yad1986-word#@yad1986#1100.52#1100.705
143	кто	кто	PRON	_	Case=Nom	_	_	_	@yad1986-word#@yad1986#1100.705#1100.89
144	то	то	PART	_	_	_	_	_	@yad1986-word#@yad1986#1100.89#1101.075
145	не	не	PART	_	_	_	_	_	@yad1986-word#@yad1986#1101.075#1101.26
146	уловил	уловить	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@yad1986-word#@yad1986#1101.26#1101.45
147	эээ	эээ	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@yad1986-word#@yad1986#1101.635#1101.901
148	отправной	отправной	ADJ	_	Case=Ins|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@yad1986-word#@yad1986#1101.901#1102.167
149	точкой	точка	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@yad1986-word#@yad1986#1102.167#1102.433
150	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@yad1986-word#@yad1986#1102.433#1102.699
151	участие	участие	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@yad1986-word#@yad1986#1102.699#1102.965
152	в	в	ADP	_	_	_	_	_	@yad1986-word#@yad1986#1102.965#1103.231
153	деле	дело	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@yad1986-word#@yad1986#1103.231#1103.497
154	Эксперт	эксперт	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@yad1986-word#@yad1986#1104.029#1104.295
155	так	так	ADV	_	Degree=Pos	_	_	_	@yad1986-word#@yad1986#1104.7#1104.926
156	называемое	называть	VERB	_	Aspect=Imp|Case=Nom|Gender=Neut|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Pass	_	_	_	@yad1986-word#@yad1986#1104.926#1105.152
157	дело 	дело 	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@yad1986-word#@yad1986#1105.83#1106.06
158	экспертов	эксперт	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@yad1986-word#@yad1986#1106.725#1107.003
159	что	что	SCONJ	_	_	_	_	_	@yad1986-word#@yad1986#1107.003#1107.281
160	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@yad1986-word#@yad1986#1107.281#1107.559
161	звучит	звучать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@yad1986-word#@yad1986#1107.559#1107.837
162	странно	странно	ADV	_	Degree=Pos	_	_	_	@yad1986-word#@yad1986#1107.837#1108.115
163	но	но	CCONJ	_	_	_	_	_	@yad1986-word#@yad1986#1108.165#1108.405
164	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@yad1986-word#@yad1986#1108.55#1108.73
165	равно	равный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@yad1986-word#@yad1986#1108.73#1108.91
166	вам	вы	PRON	_	Case=Dat|Number=Plur|Person=2	_	_	_	@yad1986-word#@yad1986#1109.495#1109.807
167	кто	кто	PRON	_	Case=Nom	_	_	_	@yad1986-word#@yad1986#1109.807#1110.119
168	нибудь	нибудь	ADV	_	Degree=Pos	_	_	_	@yad1986-word#@yad1986#1110.119#1110.431
169	предлагал	предлагать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@yad1986-word#@yad1986#1110.431#1110.743
170	деньги	деньги	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@yad1986-word#@yad1986#1110.743#1111.055
171	за	за	ADP	_	_	_	_	_	@yad1986-word#@yad1986#1111.18#1111.61
172	мнение	мнение	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@yad1986-word#@yad1986#1111.67#1112.39
173	по	по	ADP	_	_	_	_	_	@yad1986-word#@yad1986#1112.495#1112.637
174	этому	этот	DET	_	Case=Dat|Gender=Masc|Number=Sing	_	_	_	@yad1986-word#@yad1986#1112.637#1112.779
175	Делу	дело	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@yad1986-word#@yad1986#1113.063#1113.205
176	?	?	PUNCT	_	_	_	_	_	@yad1986-word#@yad1986#1113.205#1113.35
177	а	а	CCONJ	_	_	_	_	_	@yad1986-word#@yad1986#1159.425#1159.584
178	какие	какой	DET	_	Case=Acc|Number=Plur	_	_	_	@yad1986-word#@yad1986#1159.584#1159.743
179	там	там	ADV	_	Degree=Pos	_	_	_	@yad1986-word#@yad1986#1159.743#1159.902
180	были	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@yad1986-word#@yad1986#1159.902#1160.061
181	деньги	деньги	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@yad1986-word#@yad1986#1160.061#1160.22
182	?	?	PUNCT	_	_	_	_	_	@yad1986-word#@yad1986#1160.22#1160.38
